CREDIT_CARD_EXCEED_MONTHS,EMPLOYMENT_TYPE,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,CREDIT_CARD_TYPES,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,PROPERTY_TYPE,YEARS_FOR_PROPERTY_TO_COMPLETION,STATE,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,DECISION,SCORE
2,Self-Employed,519102,15,No,Normal,4,16,4,4,1,3,Flat,10,Pulau Pinang,3,11207,919900,12993,Accept,7
2,Self-Employed,637056,17,Yes,Normal,4,16,4,4,1,3,Flat,10,Pulau Pinang,2,7973,1289544,14749,Accept,7
2,Self-Employed,318674,16,No,Normal,4,16,4,2,1,3,Flat,10,Pulau Pinang,1,6301,532190,11904,Reject,9
2,Self-Employed,429350,13,Yes,Gold,4,10,4,2,1,2,Flat,10,Pulau Pinang,3,12469,947103,19988,Accept,9
2,Self-Employed,443310,15,No,Normal,4,16,3,2,1,3,Flat,10,Pulau Pinang,1,10055,1172479,10639,Accept,8
2,Self-Employed,641293,22,Yes,Gold,4,14,4,2,1,1,Flat,10,Pulau Pinang,1,11808,684215,12942,Reject,7
2,Self-Employed,268761,15,No,Normal,4,16,4,4,1,2,Flat,10,Pulau Pinang,3,3867,1417543,11229,Accept,6
2,Self-Employed,594983,16,Yes,Normal,4,16,4,4,1,3,Not Specified,10,Pulau Pinang,1,7642,1376480,15006,Accept,8
2,Self-Employed,594983,16,No,Gold,4,16,4,4,1,2,Flat,10,Pulau Pinang,1,7907,859543,19317,Accept,6
2,Self-Employed,204599,19,Yes,Normal,4,15,3,2,1,3,Bungalow,10,Pulau Pinang,3,11783,1138519,17237,Reject,9
2,Self-Employed,539425,14,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,10060,741383,10359,Accept,7
2,Self-Employed,509152,13,Yes,Normal,4,15,4,4,1,2,Bungalow,10,Pulau Pinang,1,10459,1174946,9629,Accept,6
2,Self-Employed,792056,11,No,Normal,4,16,4,2,1,3,Not Specified,10,Pulau Pinang,1,7688,437234,12213,Accept,9
2,Self-Employed,350508,12,Yes,Normal,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,1,8512,849139,14635,Reject,7
2,Self-Employed,170164,13,No,Gold,4,16,3,4,1,2,Bungalow,10,Pulau Pinang,2,5879,687860,13862,Accept,7
2,Self-Employed,576387,11,Yes,Normal,4,16,3,2,1,2,Bungalow,10,Pulau Pinang,3,7531,606128,17337,Accept,8
2,Self-Employed,195499,13,No,Normal,4,16,4,4,2,2,Not Specified,10,Pulau Pinang,1,7249,1428551,19445,Accept,7
2,Self-Employed,440715,24,Yes,Gold,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,7475,1112142,14162,Accept,9
2,Self-Employed,318438,21,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,5922,1077122,12795,Reject,8
2,Self-Employed,766182,16,Yes,Normal,4,15,4,4,2,2,Bungalow,10,Pulau Pinang,1,6979,435569,16292,Reject,8
2,Self-Employed,182087,16,No,Normal,4,14,4,2,1,3,Bungalow,10,Pulau Pinang,1,7865,844648,18413,Accept,6
2,Self-Employed,331386,15,Yes,Normal,4,16,4,3,1,1,Bungalow,10,Pulau Pinang,3,5870,1368178,13483,Accept,8
2,Self-Employed,128685,19,No,Not Specified,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,2,12096,667100,10966,Reject,8
2,Self-Employed,104585,20,Yes,Platinum,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,7727,1216289,18739,Accept,7
2,Self-Employed,293746,15,No,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,3,8549,925539,11229,Accept,8
2,Self-Employed,789501,16,Yes,Normal,4,15,4,4,1,1,Bungalow,10,Pulau Pinang,3,3861,1054870,12124,Accept,7
2,Self-Employed,321082,21,No,Normal,4,12,4,4,1,3,Bungalow,10,Pulau Pinang,2,5769,1118774,13308,Accept,9
2,Self-Employed,340279,20,Yes,Normal,4,14,4,2,1,3,Not Specified,10,Pulau Pinang,2,7948,1365121,11095,Accept,8
2,Self-Employed,130621,18,No,Platinum,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,1,7361,1340245,14186,Accept,6
2,Self-Employed,356616,14,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,3,10163,860941,19850,Accept,9
2,Self-Employed,579470,20,No,Not Specified,4,16,3,4,1,1,Bungalow,10,Pulau Pinang,2,8894,463220,13079,Accept,9
2,Self-Employed,500160,21,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,6968,524792,12795,Accept,7
2,Self-Employed,429802,21,No,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,3,10755,577491,13120,Accept,7
2,Self-Employed,366043,17,Yes,Gold,4,16,4,2,1,1,Bungalow,10,Pulau Pinang,1,6616,821926,12015,Accept,9
2,Self-Employed,140661,23,No,Normal,4,12,4,2,1,1,Bungalow,10,Pulau Pinang,1,9140,1079666,16238,Accept,9
2,Self-Employed,289961,12,Yes,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,7726,781934,9887,Reject,7
2,Self-Employed,110315,20,No,Normal,4,16,4,2,1,1,Bungalow,10,Pulau Pinang,1,12108,548360,11231,Accept,7
2,Self-Employed,340818,24,Yes,Gold,4,16,4,2,1,2,Bungalow,10,Pulau Pinang,2,12314,425664,7907,Reject,7
2,Self-Employed,411524,18,No,Normal,4,16,4,2,2,1,Bungalow,10,Pulau Pinang,3,10054,969590,13748,Accept,7
2,Self-Employed,421538,13,Yes,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,1,11293,1394323,19594,Accept,8
2,Self-Employed,596914,15,No,Normal,4,9,4,4,1,1,Bungalow,10,Pulau Pinang,2,7277,1116552,15099,Accept,6
2,Self-Employed,230648,22,Yes,Gold,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,2,5674,1123705,8386,Accept,6
2,Self-Employed,689778,15,No,Gold,4,16,3,4,1,2,Bungalow,10,Pulau Pinang,2,9408,930004,9679,Reject,9
2,Self-Employed,437660,19,Yes,Normal,4,16,4,2,2,2,Not Specified,10,Pulau Pinang,2,12127,1243399,8299,Accept,8
2,Self-Employed,311699,24,No,Normal,4,16,4,2,1,1,Not Specified,10,Pulau Pinang,1,8572,1024380,14020,Accept,6
2,Self-Employed,358569,10,Yes,Not Specified,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,2,6737,845763,12574,Accept,7
2,Self-Employed,300454,20,No,Gold,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,2,4171,449725,13279,Reject,6
2,Self-Employed,546682,14,Yes,Normal,4,16,3,3,2,2,Bungalow,10,Pulau Pinang,2,9112,447829,13108,Accept,6
2,Self-Employed,748944,12,No,Platinum,4,15,3,2,2,1,Not Specified,10,Pulau Pinang,2,9597,941089,8283,Accept,7
7,Government,594983,16,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,5004,898073,18698,Accept,9
7,Government,358240,19,No,Normal,4,16,3,2,2,1,Bungalow,10,Pulau Pinang,1,7541,1095865,14123,Accept,7
7,Government,342936,20,Yes,Platinum,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,10079,614246,18072,Accept,6
7,Government,437992,17,No,Gold,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,1,7190,872797,16529,Accept,9
7,Government,571653,10,Yes,Normal,4,13,4,2,1,1,Bungalow,10,Pulau Pinang,1,5829,744368,16776,Reject,8
7,Government,233842,24,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,7104,1024961,12785,Accept,9
7,Government,442070,10,Yes,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,10091,636255,14236,Accept,6
7,Government,492520,15,No,Normal,4,16,4,3,1,2,Bungalow,10,Pulau Pinang,3,8151,895911,13783,Accept,8
7,Government,526712,19,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,6687,1054653,11152,Accept,8
7,Government,698283,24,No,Normal,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,2,4556,1073034,17621,Accept,9
7,Government,319529,12,Yes,Normal,4,12,4,2,3,1,Bungalow,10,Pulau Pinang,1,6110,890803,18603,Accept,8
7,Government,334830,16,No,Normal,4,13,4,2,1,3,Bungalow,10,Pulau Pinang,2,9420,1390125,9487,Accept,9
7,Government,107232,14,Yes,Not Specified,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,9273,1041165,19764,Accept,6
7,Government,303869,17,No,Gold,4,9,4,4,1,2,Bungalow,10,Pulau Pinang,3,7398,1272151,13245,Accept,8
7,Government,163543,23,Yes,Platinum,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,9288,604682,12942,Accept,6
7,Government,601606,11,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,5124,1200038,12213,Accept,8
7,Government,448795,13,Yes,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,1,8108,790772,15777,Accept,8
7,Government,347803,23,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,12179,581802,12942,Accept,8
7,Government,382075,23,Yes,Normal,4,15,4,2,1,2,Bungalow,10,Pulau Pinang,2,7353,867394,19087,Accept,8
7,Government,189774,19,No,Gold,4,16,4,2,2,1,Bungalow,10,Pulau Pinang,3,10468,649569,17657,Reject,7
7,Government,596777,16,Yes,Normal,4,16,4,3,1,1,Bungalow,10,Pulau Pinang,1,6408,1423457,15615,Reject,9
7,Government,338180,18,No,Normal,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,2,12316,1090645,8436,Accept,8
7,Government,543164,23,Yes,Not Specified,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,1,10217,1220179,7527,Accept,6
7,Government,539425,17,No,Gold,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,1,12097,883551,16529,Accept,7
7,Government,211980,16,Yes,Platinum,4,16,4,2,1,1,Bungalow,10,Pulau Pinang,1,10013,668293,11904,Accept,8
7,Government,313808,11,No,Gold,4,16,4,2,1,2,Bungalow,10,Pulau Pinang,3,5771,1213010,18866,Accept,8
7,Government,584587,10,Yes,Normal,4,15,3,4,1,2,Bungalow,10,Pulau Pinang,1,6782,1104726,14545,Accept,6
7,Government,177579,18,No,Platinum,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,1,6448,735717,16384,Accept,6
7,Government,333565,16,Yes,Gold,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,5389,788939,11229,Reject,9
7,Government,538263,11,No,Normal,4,16,3,2,2,2,Bungalow,10,Pulau Pinang,3,3850,733442,17571,Accept,8
7,Government,302265,22,Yes,Normal,4,16,3,4,2,1,Bungalow,10,Pulau Pinang,3,8860,618193,14217,Reject,8
7,Government,474348,17,No,Normal,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,3,7807,1176216,15053,Accept,6
7,Government,212735,22,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,2,8716,576209,11186,Accept,6
7,Government,194735,20,No,Gold,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,2,10786,1220494,10810,Reject,9
7,Government,339281,20,Yes,Normal,4,16,4,2,1,1,Bungalow,10,Pulau Pinang,3,9390,1206994,14158,Accept,6
7,Government,326762,23,No,Normal,4,16,4,4,2,1,Bungalow,10,Pulau Pinang,3,10236,539185,14217,Reject,8
7,Government,397648,11,Yes,Gold,4,15,4,4,1,3,Bungalow,10,Pulau Pinang,1,8061,1255915,17099,Accept,9
7,Government,245529,13,No,Platinum,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,2,11983,997527,11300,Accept,8
7,Government,363919,18,Yes,Normal,4,16,3,4,1,2,Bungalow,10,Pulau Pinang,1,7732,842578,9171,Accept,6
7,Government,587846,15,No,Normal,4,14,4,4,1,2,Bungalow,10,Pulau Pinang,1,5052,583001,14107,Reject,6
7,Government,786008,20,Yes,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,2,5356,1087489,13279,Accept,8
7,Government,437992,15,No,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,3768,759856,13483,Accept,6
7,Government,110756,22,Yes,Platinum,4,16,4,2,1,2,Bungalow,10,Pulau Pinang,1,7352,764755,18176,Accept,8
7,Government,269629,16,No,Normal,4,16,4,4,2,3,Bungalow,10,Pulau Pinang,3,3961,1187129,17063,Accept,9
7,Government,466015,18,Yes,Gold,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,2,7022,1296275,13279,Accept,8
7,Government,549144,21,No,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,3,7365,925710,7995,Accept,8
7,Government,172716,19,Yes,Normal,4,16,2,4,1,2,Bungalow,10,Pulau Pinang,3,4014,1043928,10047,Accept,8
7,Government,102800,13,No,Platinum,4,15,4,4,1,3,Bungalow,10,Pulau Pinang,2,8871,470961,13252,Accept,6
7,Government,420665,15,Yes,Normal,4,16,4,2,1,1,Bungalow,10,Pulau Pinang,2,8576,1013125,14120,Accept,8
7,Government,737945,18,No,Gold,4,16,4,4,2,3,Bungalow,10,Pulau Pinang,2,6725,1414835,8333,Accept,8
7,Government,373391,24,Yes,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,1,6525,665907,19096,Accept,6
7,Government,129187,16,No,Normal,4,16,4,3,1,1,Bungalow,10,Pulau Pinang,3,9750,562789,7628,Accept,8
7,Government,178400,19,Yes,Gold,4,15,3,4,1,1,Bungalow,10,Pulau Pinang,1,10355,895316,16678,Accept,6
7,Government,551777,11,No,Platinum,4,16,4,3,2,3,Not Specified,10,Pulau Pinang,2,8025,591575,12213,Accept,9
7,Government,790233,15,Yes,Gold,4,13,4,4,1,3,Bungalow,10,Pulau Pinang,3,9976,918331,12960,Accept,9
7,Government,262146,18,No,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,3,6681,946158,12803,Reject,7
7,Government,478956,10,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,9704,573444,13340,Reject,7
7,Government,313412,23,No,Normal,4,14,4,4,3,1,Bungalow,10,Pulau Pinang,2,6758,1096585,15686,Reject,9
7,Government,573912,13,Yes,Gold,4,16,4,2,1,2,Bungalow,10,Pulau Pinang,1,5908,1093036,16551,Accept,9
7,Government,189388,18,No,Gold,4,15,4,2,1,2,Bungalow,10,Pulau Pinang,2,8463,1429018,11048,Accept,9
7,Government,717474,17,Yes,Not Specified,4,12,4,4,1,3,Bungalow,10,Pulau Pinang,3,11290,701456,13245,Accept,9
7,Government,716356,12,No,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,9702,732550,16728,Accept,8
7,Government,754160,11,Yes,Platinum,4,14,4,4,1,2,Bungalow,10,Pulau Pinang,2,8026,671084,11499,Accept,7
7,Government,746763,17,No,Not Specified,4,16,4,2,1,3,Not Specified,10,Pulau Pinang,1,11081,1157226,11262,Reject,6
7,Government,259280,14,Yes,Platinum,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,2,9273,1269826,9211,Accept,7
7,Government,567370,18,No,Normal,4,16,4,2,1,2,Bungalow,10,Pulau Pinang,1,8820,902339,15028,Accept,9
7,Government,638726,17,Yes,Normal,4,16,3,4,1,3,Bungalow,10,Pulau Pinang,3,5958,517786,15838,Accept,6
7,Government,425848,22,No,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,3795,811167,12942,Accept,8
7,Government,440715,20,Yes,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,12143,1344297,10730,Accept,7
7,Government,441742,17,No,Gold,4,9,4,4,1,3,Bungalow,10,Pulau Pinang,2,6367,741878,15885,Accept,6
7,Government,493874,13,Yes,Normal,4,16,3,4,2,1,Bungalow,10,Pulau Pinang,1,4992,1092162,12213,Accept,6
7,Government,777723,16,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,1,9011,1297723,11229,Accept,7
7,Government,426265,13,Yes,Normal,4,16,4,4,2,2,Bungalow,10,Pulau Pinang,1,5641,984884,7706,Accept,7
7,Government,177683,10,No,Gold,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,2,12252,1278932,19549,Accept,7
7,Government,108342,19,Yes,Normal,4,16,4,2,2,2,Bungalow,10,Pulau Pinang,2,4429,1426795,18747,Accept,7
7,Government,182573,13,No,Normal,4,13,4,4,2,2,Bungalow,10,Pulau Pinang,2,5817,991441,15669,Accept,8
7,Government,648553,21,Yes,Normal,4,8,4,4,1,2,Bungalow,10,Pulau Pinang,2,8562,1294951,14679,Accept,7
7,Government,334452,15,No,Gold,4,16,3,2,2,2,Bungalow,10,Pulau Pinang,1,8219,639491,14795,Accept,8
7,Government,395470,11,Yes,Normal,4,16,3,4,1,3,Bungalow,10,Pulau Pinang,3,7930,1147998,15042,Accept,9
7,Government,492781,21,No,Not Specified,4,14,4,2,1,3,Bungalow,10,Pulau Pinang,2,5120,1364278,13312,Accept,9
7,Government,699788,21,Yes,Normal,4,16,4,2,1,3,Bungalow,10,Pulau Pinang,1,8051,467783,8230,Accept,8
7,Government,715259,24,No,Normal,4,16,4,4,1,2,Bungalow,10,Pulau Pinang,1,6568,646005,16093,Accept,8
7,Government,261615,12,Yes,Normal,4,16,3,4,2,2,Bungalow,10,Pulau Pinang,2,10601,435317,15806,Accept,9
7,Government,787629,17,No,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,3,10789,907438,12799,Accept,8
7,Government,474002,19,Yes,Normal,4,16,4,2,2,1,Bungalow,10,Pulau Pinang,1,5830,692150,10458,Accept,8
7,Government,140022,21,No,Platinum,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,3,4376,1102417,12942,Accept,6
7,Government,487994,14,Yes,Normal,4,15,4,4,1,3,Bungalow,10,Pulau Pinang,2,7881,1280516,13252,Reject,9
7,Government,615223,15,No,Platinum,4,16,4,3,1,2,Bungalow,10,Pulau Pinang,2,5756,906211,15058,Accept,8
7,Government,449075,18,Yes,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,1,9005,1413315,11904,Reject,6
7,Government,376384,16,No,Normal,4,16,4,4,1,2,Not Specified,10,Pulau Pinang,2,8504,1232236,13087,Reject,6
7,Government,211363,19,Yes,Gold,4,16,3,4,1,1,Bungalow,10,Pulau Pinang,1,3658,1444833,10123,Accept,6
7,Government,411149,24,No,Gold,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,3,8051,528187,7725,Accept,9
7,Government,614353,22,Yes,Normal,4,16,4,2,1,2,Bungalow,10,Pulau Pinang,2,3868,1373468,18744,Accept,9
7,Government,753237,13,No,Platinum,4,16,4,3,1,3,Not Specified,10,Pulau Pinang,1,10169,829861,12213,Accept,7
7,Government,727035,14,Yes,Normal,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,3,9273,1386933,11276,Accept,6
7,Government,698176,21,No,Normal,4,16,4,2,1,1,Bungalow,10,Pulau Pinang,2,7365,1064970,8480,Reject,6
7,Government,584172,20,Yes,Gold,4,15,4,4,1,2,Bungalow,10,Pulau Pinang,3,3928,964007,13512,Accept,9
7,Government,239092,23,No,Normal,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,2,5693,770079,15837,Accept,7
7,Government,558489,17,Yes,Not Specified,4,16,4,4,1,1,Bungalow,10,Pulau Pinang,3,7973,1400273,16124,Accept,6
7,Government,358324,18,No,Platinum,4,16,4,4,1,3,Bungalow,10,Pulau Pinang,2,8371,944502,9014,Accept,7
3,Government,399395,12,Yes,Normal,4,17,4,2,1,1,Bungalow,10,Pulau Pinang,3,8767,698797,12615,Accept,9
3,Government,404151,11,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,12258,782865,11428,Reject,7
3,Government,572922,13,Yes,Not Specified,4,17,4,2,3,2,Bungalow,12,Pulau Pinang,3,6721,1321427,7628,Reject,7
3,Government,185869,17,No,Normal,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,3,6616,689358,11904,Accept,8
3,Government,566603,19,Yes,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,3,10073,671966,10667,Accept,9
3,Government,223036,19,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,7624,634526,12758,Accept,9
3,Government,383883,11,Yes,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,6923,1227046,17305,Accept,6
3,Government,585377,18,No,Gold,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,3,5949,905303,13114,Accept,7
3,Government,595308,17,Yes,Gold,4,17,3,2,1,3,Bungalow,12,Pulau Pinang,3,9232,979225,9342,Reject,7
3,Government,654199,18,No,Platinum,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,2,6381,714564,11904,Reject,7
3,Government,465169,16,Yes,Platinum,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,3,8224,1159833,12356,Accept,6
3,Government,378128,22,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,4890,827107,12942,Accept,7
3,Government,747631,20,Yes,Gold,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,1,6404,868918,9725,Accept,9
3,Government,325740,20,No,Not Specified,4,11,4,2,1,1,Bungalow,12,Pulau Pinang,2,6197,819543,12849,Accept,6
3,Government,231828,17,Yes,Normal,4,17,4,2,1,3,Not Specified,12,Pulau Pinang,2,4917,898264,11601,Accept,6
3,Government,260081,18,No,Normal,4,12,4,2,1,2,Bungalow,12,Pulau Pinang,3,7815,749186,17093,Accept,6
3,Government,652373,24,Yes,Gold,4,15,4,2,1,2,Bungalow,12,Pulau Pinang,2,6755,807838,17146,Accept,9
3,Government,433028,14,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,6969,919803,9885,Accept,6
3,Government,660258,21,Yes,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,3,3908,924638,13413,Accept,8
3,Government,492972,19,No,Gold,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,1,7108,1280122,12702,Reject,6
3,Government,782887,14,Yes,Normal,4,17,4,2,1,1,Bungalow,10,Pulau Pinang,1,8446,1340449,11229,Reject,8
3,Government,536163,23,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,9404,1426885,15305,Accept,6
3,Government,691079,16,Yes,Normal,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,1,8036,1049402,14580,Accept,7
3,Government,436407,10,No,Normal,4,14,4,2,1,3,Bungalow,12,Pulau Pinang,3,5590,1264472,11499,Accept,7
3,Government,406197,18,Yes,Gold,4,8,4,2,2,3,Bungalow,10,Pulau Pinang,1,8084,512816,13049,Accept,7
3,Government,651924,21,No,Normal,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,1,4761,903953,16058,Reject,7
3,Government,190252,15,Yes,Gold,4,17,3,2,1,3,Bungalow,12,Pulau Pinang,3,9354,962681,12792,Accept,6
3,Government,695145,21,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,2,5596,853186,14466,Accept,8
3,Government,408299,16,Yes,Normal,4,17,4,2,1,1,Bungalow,10,Pulau Pinang,3,8716,1082358,19008,Accept,6
3,Government,435052,13,No,Normal,4,16,4,2,1,2,Bungalow,12,Pulau Pinang,1,9345,486528,16189,Accept,9
3,Government,188901,21,Yes,Normal,4,17,4,2,1,3,Bungalow,10,Pulau Pinang,3,10623,1148589,12942,Reject,8
3,Government,757638,14,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,6723,1035895,17533,Accept,6
3,Government,241562,11,Yes,Normal,4,17,4,2,2,1,Bungalow,12,Pulau Pinang,1,11537,1197420,18188,Reject,6
3,Government,484811,18,No,Gold,4,17,4,2,1,3,Bungalow,10,Pulau Pinang,1,6834,972994,18358,Reject,7
3,Government,453382,20,Yes,Gold,4,17,4,2,2,2,Bungalow,12,Pulau Pinang,1,12340,990920,12736,Accept,9
3,Government,447248,22,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,6458,611847,12051,Accept,9
3,Government,378050,13,Yes,Gold,4,15,4,2,1,3,Bungalow,12,Pulau Pinang,1,10369,680224,13252,Accept,6
3,Government,125443,20,No,Not Specified,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,8763,1373236,9257,Reject,6
3,Government,662767,14,Yes,Normal,4,17,4,2,1,2,Bungalow,10,Pulau Pinang,1,8156,965238,19079,Reject,7
3,Government,716865,24,No,Normal,4,12,4,2,1,1,Bungalow,12,Pulau Pinang,1,8716,1012782,17654,Accept,9
3,Government,512286,18,Yes,Gold,4,17,4,2,2,2,Bungalow,12,Pulau Pinang,3,11144,1314618,12794,Accept,9
3,Government,277078,19,No,Normal,4,15,4,2,2,3,Bungalow,12,Pulau Pinang,3,4927,1287403,19907,Accept,7
3,Government,375457,20,Yes,Gold,4,13,4,2,1,2,Not Specified,12,Pulau Pinang,1,6531,844223,12453,Accept,6
3,Government,368259,20,No,Normal,4,17,3,2,1,2,Bungalow,10,Pulau Pinang,3,11848,893962,14796,Accept,8
3,Government,379172,23,Yes,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,10294,726743,13720,Accept,7
3,Government,702807,14,No,Normal,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,5202,866145,12420,Accept,9
3,Government,283034,13,Yes,Gold,4,17,4,2,2,3,Bungalow,12,Pulau Pinang,1,4097,776787,11446,Accept,6
3,Government,767788,20,No,Normal,4,15,4,2,2,2,Bungalow,12,Pulau Pinang,1,9499,1214974,19544,Accept,6
3,Government,150182,22,Yes,Gold,4,17,4,2,1,3,Bungalow,12,Pulau Pinang,1,5490,783200,17109,Accept,6
3,Government,589957,15,No,Platinum,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,11193,802147,8603,Accept,8
3,Government,107627,20,Yes,Gold,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,8365,634893,12765,Accept,8
3,Government,513917,20,No,Not Specified,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,6687,609135,13279,Accept,6
3,Government,723797,15,Yes,Gold,4,15,3,2,1,3,Bungalow,12,Pulau Pinang,1,7874,545357,16207,Reject,9
3,Government,259705,12,No,Normal,4,7,6,2,1,3,Bungalow,12,Pulau Pinang,3,9095,645280,18956,Accept,6
3,Government,226114,11,Yes,Normal,4,15,4,2,1,3,Bungalow,10,Pulau Pinang,3,7939,1257450,18763,Accept,6
3,Government,396399,23,No,Not Specified,4,17,4,2,1,1,Not Specified,12,Pulau Pinang,1,7984,1288946,13904,Accept,8
3,Government,567434,15,Yes,Normal,4,17,3,2,1,2,Bungalow,10,Pulau Pinang,1,6896,1182897,11229,Accept,8
3,Government,768380,24,No,Gold,4,17,4,2,1,2,Bungalow,12,Pulau Pinang,1,6296,1013701,12038,Reject,6
3,Government,503491,20,Yes,Gold,4,17,4,2,2,3,Bungalow,12,Pulau Pinang,1,4609,969615,15686,Accept,8
3,Government,606221,16,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,1,10303,1200981,7843,Reject,9
3,Government,491441,14,Yes,Not Specified,4,15,3,2,1,2,Bungalow,12,Pulau Pinang,1,11241,1111210,14049,Accept,8
3,Government,391620,21,No,Normal,4,17,4,2,1,1,Bungalow,12,Pulau Pinang,2,12217,583512,12942,Accept,8
